person,age_at_founding,age_became_billionaire,age_education_ended,books_authored,children_in_business,co_founded,co_founder_skill_complement,consumption_index,employer_1,employer_2,employer_3,estimated_inheritance_m,estimated_lifetime_giving_m,ethnicity,family_business_type,family_office,family_office_name,family_owned_business,family_socioeconomic_class,father_occupation,first_gen_immigrant,first_institutional_investor,foundation_name,founding_detail,giving_pct_of_net_worth,giving_pledge_signatory,government_roles_held,heritage_detail,initial_funding_detail,initial_funding_type,known_art_collector,known_failed_ventures,major_lawsuits,market_position,market_position_detail,media_visibility,moat_type,moat_type_detail,mother_occupation,notable_political_positions,number_of_co_founders,number_of_companies_founded,number_of_marriages,parent_education_level,parent_immigrant,parent_immigration_detail,party,party_detail,pre_wealth_bankruptcy,primary_domain_expertise,primary_philanthropic_causes,private_jet,revenue_model_type,revenue_model_type_detail,role_at_employer_1,role_at_employer_2,role_at_employer_3,skill_profile,social_media_activity,total_pre_founding_career_years,wealth_concentration_ratio_pct,yacht,year_founded,years_at_employer_1,years_at_employer_2,years_at_employer_3,years_founding_to_1b
john_bicket,34,,,0,,Y,"Sanjit Biswas (co-founder, CEO)",low,Meraki,Samsara,Willoughby Capital,,500.0,,,Y,Willoughby Capital,N,,,N,Accel,Och Family Foundation,,,N,,,,,,,,,,low,,,,,1.0,2.0,,,,,,,,Technology / Engineering,,,"platform_marketplace,saas_subscription",SaaS/Platform,Co-Founder,Co-Founder & CTO,Founder / Principal,tech,,,,N,2015,,,,3.0
john_brown,,,,1,,Y,Sami Mnaymneh (co-founder),low,Stryker Corp.,H.I.G. Capital,,,,"american,lebanese",,,,N,,,Y,,,,,,,,,,,,,,,low,,,,Co-chair of Mitt Romney's 2012 Florida finance team,1.0,,,,Y,,republican,,,Medical Devices / Operations,,,,,CEO,Co-Founder / Co-Executive Chairman,,ops,,,,,1941,32.0,33.0,,
john_catsimatidis,,,,0,,N,,medium,Grocery store (clerk employer),,,,150.0,"american,greek",None mentioned,,,N,working,"CEO/Chairman, SC Johnson (ran company 1966-2000)",Y,,,,,N,Mayor,,Family/inherited,inheritance,,Ran for NYC Mayor 2013 (unsuccessful),,fragmented,,medium,"brand,scale",Brand/Local Scale (supermarket chain),,Ran for NYC Mayor 2013 (Republican primary); WABC radio host interviewing political figures,,0.0,,,Y,Greece,republican,,N,"Retail/Grocery, Oil Refining, Real Estate",Education (Cornell SC Johnson College of Business),,"energy_resources,real_estate","Gristedes supermarkets, United Refining, real estate",Grocery Clerk,,,ops,,,,,1969,,,,
john_collison,20,27.0,19.0,0,0.0,Y,Brother Patrick Collison (technical co-founder),low,Auctomatic,Stripe,,,7.5,"american,irish",Hospitality/Hotel,,,N,wealthy,Hotel operator,Y,Y Combinator,,,,N,,,Bootstrapped/Angel,self_funded,N,,None known,winner_take_most,,low,"network_effects,switching_costs",Network Effects / Switching Costs,Hotel operator,,1.0,2.0,0.0,,Y,,,,N,Payments/Fintech,Veterans education/scholarships,N,transaction_commission,Transaction Fees,Co-Founder,Co-Founder & President,,"ops,tech",low,,,N,2010,,15.0,,15.0
john_doerr,43,47.0,28.0,2,0.0,Y,"Jyoti Chaudhry (wife, co-founder SecureIT)",medium,Intel,Intel,,0.0,1500.0,"american,white",,Y,Foris Ventures,N,poor,"Farmer (village of ~800, no electricity/running water)",N,Kleiner Perkins,Benificus Foundation ($98M assets),,7.0,Y,Obama Economic Recovery Advisory Board,,Self-funded / VC,self_funded,N,,"Ellen Pao gender discrimination lawsuit against Kleiner Perkins (2015, Kleiner prevailed)",winner_take_most,,high,reputation,Zero trust architecture / 35% of Fortune 500 / Cloud-native,,Obama Economic Recovery Advisory Board (2009); co-chaired CA Prop 30 (schools) and Prop 71 ($3B stem cell),1.0,2.0,1.0,,Y,,democrat,was Republican 1997; switched,N,Venture Capital / Technology Investing,"$1.1B to Stanford (2022, Stanford Doerr School of Sustainability), $50M Rice, climate tech",Y,management_fees,"Venture capital (40+ funds, $14B+ AUM)",Engineer (8080 microprocessor) → top salesperson,Engineer (Intel 8080),,"finance,tech",low,5.0,35.0,N,1980,6.0,,,
john_fish,33,35.0,,,,N,,low,Scour,Red Swoosh,Uber,0.08,,,Construction,,,N,lower_middle,"Construction/Business (seeded Suffolk with $80,000)",N,Accel,,,,,,,Family seed capital,other,,Scour (bankruptcy 2000),,fragmented,,low,"reputation,scale",Scale/Reputation in regional construction,,Smart regulation for ride-sharing/shared cars,0.0,1.0,,,,,,,Y,Construction / General Contracting,,,construction,Commercial construction ($5B+ revenue),Co-Founder,Co-Founder/CEO,Co-Founder/CEO,ops,,,100.0,,1982,,,,
john_fisher,39,,26.0,0,,Y,,low,Sansome Partners,Oakland A's,Gap Inc.,500.0,,"american,jewish",Retail (Gap clothing),Y,Sansome Partners,Y,wealthy,"Donald Fisher (co-founded Gap Inc., 1969)",N,,Knowledge Is Power Program Foundation (KIPP),,,N,,,,,N,,Lawsuits related to Oakland A's relocation,winner_take_most,,medium,"distribution,scale",Scale/supply chain,Co-founder of Gap (retail),,,1.0,1.0,college,N,,republican,,N,Finance / Sports Ownership,Education / Charter Schools,N,other,"Largest mozzarella cheese maker in world ($4B+ revenue; supplies Pizza Hut, Dominos, Papa Johns)",Founding Partner,Majority Owner,Board Member,finance,low,,,N,1999,,19.0,,
john_goff,39,,,0,,,,high,Richard Rainwater (investment firm),Crescent Real Estate,,,,american,Agriculture / Food & Commodities,Y,Goff Capital,N,wealthy,,N,KKR,,,,N,,White,,,,,,fragmented,,medium,"ip,scale,vertical_integration",Scale / Family ownership / Vertical integration,,,,2.0,,,,,republican,,N,Real estate / private equity,,Y,other,Asset ownership / rental / wellness services,Early career associate/investor,Executive/Leader,,finance,low,,90.0,,1994,,,,
john_grayken,37,,,0,,N,,low,Morgan Stanley,Robert M. Bass Group,Centaurus Advisors,,3000.0,"american,white",,Y,Arnold Ventures,N,upper_middle,,N,,Arnold Ventures (formerly Laura and John Arnold Foundation),,,N,,,,,,,,,,low,reputation,Distressed asset expertise,,,0.0,1.0,,,,,republican,,,Distressed debt / Real estate,"Criminal justice reform, education reform, healthcare costs, research integrity",,other,Distressed asset PE (~$85B invested since founding),M&A,Partner,Founder/Portfolio Manager,finance,low,6.0,,,1995,6.0,,,
john_h_macmillan_iv_iv,16,,,0,,,,,Facebook,,Spotify,,,,"Food, agriculture, financial and industrial (Cargill)",,,Y,wealthy,Cargill heir/investor (John H. MacMillan III),,,Parker Foundation,,,,,,,,,,,,,low,,,,,,,,,,,,,,Technology / Social Networks / Music,"Science, global health, civic engagement, cancer immunotherapy, allergy & asthma research",,"diversified,food_beverage","Diversified: food, agriculture, financial, industrial",President,,Board Member,tech,,,90.0,,1999,,,7.0,
john_henry,45,,,0,0.0,N,,high,J.W. Henry & Co.,Fenway Sports Group,,0.0,,"american,white",,Y,Henry Family Office,N,working,Farmer,Y,,,,,N,,,Self-funded,self_funded,,,,,,medium,brand,Brand/Franchise,,,0.0,2.0,3.0,,Y,,democrat,,N,Quantitative Trading / Sports Ownership,"Education, Health",Y,media_entertainment,"Quantitative commodity trading; Fenway Sports Group (Boston Red Sox, Liverpool FC, Pittsburgh Penguins)",Founder/Trader,Owner/Principal,,finance,low,,,Y,1982,,24.0,,
john_krystynak,,,,0,,Y,,high,AppLovin,Campus Apartments,,,,"american,jewish",,Y,Darco Capital,N,,,,Accel,,,,,,Philadelphia native,Personal savings (bar mitzvah money),self_funded,,,,,,,,,,,1.0,1.0,,,,,,,,Technology / Engineering,,Y,"management_fees,real_estate",Asset management / rental income / investment fees,Co-Founder and CTO,CEO,,tech,,,,,2012,8.0,,,
john_liew,,,,1,,Y,Cliff Asness (co-founder),low,Goldman Sachs,AQR Capital,,,,,,,,N,,,,,,,,,,,,,,,,,,low,"data,ip",Proprietary Quantitative Models / Data,,,1.0,,,,,,,,,Quantitative/Factor Investing,Education / Research Fellowships,,management_fees,Management Fees / AUM-based,Portfolio Manager,Co-Founder,Polygram Entertainment,"finance,tech",,,15.0,,1998,,,,
john_macmillan,,,,1,,,,low,,,,,,"american,scottish",Agriculture / Food & Commodities,Y,Waycrosse,Y,wealthy,"Investor/heir (W. Duncan MacMillan, Cargill/MacMillan family)",N,,,,,N,,,,,,,,winner_take_most,,low,"ip,scale,vertical_integration",Scale / Family ownership / Vertical integration,,,,,,,,,republican,,N,Investment management / Family wealth,,,"diversified,food_beverage",Diversified commodity/food/agriculture,,,,finance,low,,90.0,,1865,,,,
john_malone,56,46.0,27.0,0,,Y,,medium,Bell Labs / AT&T,McKinsey,General Instrument → TCI,,,"american,white",,Y,,N,upper_middle,Engineer,Y,,Malone Family Foundation,,,N,,Irish descent,,,N,,Various antitrust and regulatory disputes related to cable industry consolidation,fragmented,,medium,"ip,regulatory,reputation",Regulatory/Government relationships,,Libertarian views; advocate for limited government and deregulation of media/telecom,,1.0,2.0,,Y,,libertarian,,N,Private Equity / Defense & Government Services,"Land conservation, education",Y,"diversified,media_entertainment,telecom","Cable/media/broadband conglomerate (Liberty tracking stocks: LSXMA, LBRDK, FWONA)",Staff/Associate,Founding Member / CEO,President/CEO,finance,low,6.0,,Y,1997,3.0,29.0,24.0,
john_mars,,,,0,0.0,,,low,Mars Inc.,,,,,"american,white",Mars Inc.,,,Y,wealthy,Forrest Mars Sr.,N,,Smithsonian Institution (supporter),N/A (inherited),,N,,,,,N,,,winner_take_most,,low,"brand,scale",Brand portfolio / Scale,,,,0.0,1.0,,N,,,,N,Consumer goods / confectionery,Arts/Culture/Smithsonian Institution,N,product_sales,Product Sales,President,,,ops,,,33.0,N,1911,,,,
john_menard_jr,20,,,0,,N,,medium,Own construction/agricultural building business,IBM,IBM,,,"american,white",Agriculture/Farm,,,N,middle,Not widely documented,N,,,,,N,,French-Canadian heritage,Self-funded/Bootstrap,self_funded,,,"Serial EPA violations (fined $1.7M for illegal hazardous waste disposal, 1997; additional violations); Wisconsin Dept of Natural Resources fines; labor disputes",fragmented,#3 home improvement behind Home Depot/Lowes,low,vertical_integration,Regional dominance / Low prices / Vertical integration (owns manufacturing),,Conservative/libertarian-leaning; EPA violations suggest anti-regulatory stance,0.0,2.0,3.0,,,,republican,major Wisconsin/Midwest GOP donor; funded Scott Walker campaigns,N,Retail/Home Improvement,,Y,retail,"Home improvement retail (330+ stores, Midwest)",Founder/Owner,Job offer declined,Job offer declined,ops,,5.0,100.0,,1960,,1963.0,0.0,
john_middleton,,,,0,,Y,Ambassador/diplomacy (William Crook),medium,H-E-B,,,200.0,,"american,white",Tobacco/Cigars manufacturing,Y,,Y,wealthy,Tobacco company executive,N,,Eleanor Crook Foundation,,,N,,,Family/Inherited,inheritance,,,Sister sued claiming cheated out of inheritance; settled for reported $22M,winner_take_most,,low,brand,Brand/Legacy,,,1.0,1.0,1.0,,,,republican,,N,Consumer Products/Tobacco,Global malnutrition,,other,"John Middleton Co (premium cigars/pipe tobacco, sold to Altria $2.9B, 2007); Philadelphia Phillies co-owner",Board of Directors member,,,"finance,ops",low,,50.0,,1856,,,,151.0
john_morgan,,,,,2.0,N,,,Morgan & Morgan,,,,,,Personal injury law firm,Y,Tao Capital,Y,wealthy,,,,,,,N,,,Personal Capital,self_funded,,,,winner_take_most,,high,"brand,scale",Brand/Scale,,Registered independent in 2017; teased run for Florida governor,0.0,1.0,,,,,independent,,,Real Estate / Hotel Development / Investment,"Clean energy, marijuana legalization, criminal justice reform",,other,Contingency fee,Founder,,,"ops,sales",,,50.0,,1988,,,,
john_morris,24,,18.0,,1.0,N,,low,Father's liquor store,Washington Construction,,0.0,300.0,"american,white",Liquor store retail,Y,Washington Companies,N,middle,Liquor store owner,N,,Wonders of Wildlife / Conservation,,,N,,,Self-funded / bootstrapped,self_funded,,,,winner_take_most,,low,"brand,scale",Experiential retail / Brand / Scale / Destination stores,,,0.0,1.0,,,,,,,N,Outdoor retail / fishing,"Conservation, wildlife, fishing, hunting heritage",,retail,Outdoor retail (200+ Bass Pro/Cabelas stores; merged with Cabelas $5.5B 2017),Fishing tackle salesman,Founder/Owner,,"ops,sales",low,10.0,,Y,1972,,,,
john_overdeck,32,40.0,24.0,1,0.0,Y,"David Siegel (co-founder, also billionaire)",medium,D.E. Shaw,Amazon (employee #10),Two Sigma,,450.0,"american,white",,Y,,N,middle,,Y,,Overdeck Family Foundation,,,Y,,,Self-funded,self_funded,,,Two Sigma sued by former employees over trade secrets,fragmented,,low,technology,AI/ML-driven trading / PhD talent / Technology,,,1.0,1.0,2.0,,Y,,democrat,,N,Quantitative Finance / AI/ML,"STEM education, math competitions, founded Overdeck Family Foundation",Y,"financial_services,management_fees",Quantitative/AI-driven hedge fund (~$60B AUM),Employee #10,Analyst/Investor (D.E. Shaw alum),Co-Founder / Co-CEO / Co-Chairman,"finance,tech",low,,,N,2001,,,24.0,
john_oyler,,,,,2.0,Y,,,Morgan & Morgan,,,,,,Personal injury law firm,,,N,,,,nea,,,,,,,,,,,,fragmented,,high,ip,IP / Pipeline,,Registered independent in 2017; teased run for Florida governor,0.0,3.0,,,,,independent,,,,,,product_sales,Product Sales,Founder,,,"ops,sales",,,5.0,,2010,,,,
john_paul_dejoria,36,67.0,18.0,0,,Y,Paul Mitchell (hair stylist/brand partner),medium,Door-to-door sales (encyclopedias/shampoo),Redken Laboratories,John Paul Mitchell Systems,0.0,,"american,greek,italian",Oil/Energy,Y,John Paul DeJoria Family Office,N,poor,Geologist,N,Accel,John Paul DeJoria Foundation (implied via Giving Pledge),,,Y,,,Personal savings / bootstrapped,self_funded,N,ROKiT brand companies (at least six bankruptcies since 2021),ROKiT-related lawsuits and disputes,fragmented,,medium,brand,Brand,,Libertarian-leaning,1.0,2.0,3.0,,Y,,republican,,N,Consumer goods / spirits & hair care,Anti-poaching; Sea Shepherd Conservation Society,Y,other,"Paul Mitchell (co-founded with $700, 1980); Patrón tequila (sold to Bacardi $5.1B, 2018)",Salesperson,Sales Manager,Co-Founder & CEO,sales,low,,,N,1980,,,,27.0
john_paulson,38,51.0,26.0,2,0.0,N,,high,Bear Stearns,Bear Stearns,Paulson & Co.,,600.0,"american,white",Hospitality/Hotels (Hyatt),Y,Paulson & Co. (converted),N,wealthy,Hotel chain manager/developer,N,,Paulson Family Foundation,,15.0,N,Governor of Illinois (2019-present),,Self-funded,self_funded,,,$1B+ divorce settlement,fragmented,,medium,reputation,Investment Expertise / Track Record,,Unknown,0.0,1.0,1.0,,N,,republican,Trump economic advisor,N,Hedge Fund / Event-Driven Investing,"$400M to Harvard Engineering (renamed Paulson School), Central Park Conservancy ($100M, 2012)",Y,other,Made ~$15B shorting subprime mortgages (2007-2008; The Greatest Trade Ever),Consultant,"Managing Director, Mergers & Acquisitions",Founder / Portfolio Manager,finance,low,,,N,1994,,,30.0,13.0
john_pritzker,28,,19.0,0,,N,,high,Hyatt Hotel chain,Cable TV company,Commune Hotels and Resorts,,25.0,"american,jewish",Hotels / Hospitality / Manufacturing and services (Marmon Holdings),Y,Geolo Capital,Y,wealthy,Business executive (Hyatt Hotels),N,,,,,N,,,,,Y,,Pritzker family trust litigation (1990s-2000s),fragmented,,low,,,,,6.0,2.0,,college,N,,democrat,,N,Hospitality / Hotel management,Photography / Arts (SFMOMA Pritzker Center for Photography),,,,Learned hotel business / family role,Union cable puller,Founder/Builder,ops,,,,,,,,5.0,
john_sall,33,,,1,,Y,"James Goodnight (co-founder, PhD, technical/academic background)",low,,,,,280.0,"american,white",,,,N,middle,Pharmacist in NJ,N,,Sall Family Foundation,,,N,,Jewish heritage,Personal Capital,self_funded,,,,winner_take_most,,low,other,Activist campaigns / Distressed debt / Sovereign debt litigation,,Initially anti-Trump then supported; Major Republican donor; pro-Israel; LGBTQ supportive after son came out,1.0,1.0,,,,,republican,"major donor; anti-Trump initially, then supported",,Statistics / Software,"Environment, public health, science",,"licensing_royalties,saas_subscription",Software licensing/subscription,,,,tech,,,33.0,,1976,,,,
john_stanton,39,,,1,,N,,,Western Wireless Corporation,McCaw Cellular Communications,Trilogy Equity Partners,,,"american,greek",,Y,Trilogy Equity Partners,N,working,,N,,,,,N,"U.S. Ambassador to Spain and Andorra, 2001–2004",,,,,,,fragmented,,medium,,,,U.S. Ambassador to Spain and Andorra (2001–2004),,2.0,1.0,,Y,grandparents,republican,,N,Wireless Telecommunications,"Education, community development",,real_estate,Rental income (residential and commercial real estate),Founder/Executive,Executive,Managing Director / Founder,ops,low,,,,1994,1994.0,,2006.0,
john_tu,33,61.0,,,1.0,Y,"David Sun (met at basketball league, 10 years younger)",low,Gift shop (self-owned),Commercial real estate,AST (via memory business sale),0.0,100.0,"american,chinese,taiwanese",Gift shop / real estate (pre-founding),Y,,N,middle,Construction company owner (Pakistan),Y,,,,0.6,N,,"born Chongqing, raised Taiwan",Self-funded / bootstrapped,self_funded,N,Early memory business sold to AST; lost fortune in stock market 1987,,fragmented,,low,"ip,reputation",Dominant market share / OEM relationships / 70+ plants globally,,,1.0,2.0,,,Y,,,,N,Hardware / Memory manufacturing,"$50M+ Fluxergy medical diagnostics, UC Irvine",Y,product_sales,Product sales (storage/memory hardware),Owner/Operator,Sales,Co-founder of acquired company,"ops,tech",low,,95.0,Y,1987,,,1980.0,14.0
john_tyson,,,,2,,Y,"Pat Hanrahan (academic advisor, co-founder)",high,Tyson Foods,Tyson Foods,,,,,Meat processing / food production,,,Y,wealthy,Executive at Tyson Foods (implied; father was involved in company leadership),N,,Family foundation (unnamed),,,,,,Venture Capital,venture_capital,Y,,,,,,,,,,2.0,1.0,,,,,,,,Meat processing / food industry,"Climate, education, civic engagement",,,,Hatchery worker / farm worker,CEO,,ops,,,,,2003,,6.0,,
johnelle_hunt,37,,,0,,Y,Husband J.B. Hunt,low,J.B. Hunt Transport Services,,,,5.0,"american,white",Poultry,,,N,wealthy,Poultry business owner,N,,Johnelle Hunt and J.B. Hunt Foundation,,,N,,,Personal savings and loans,self_funded,,,,winner_take_most,,low,scale,Scale/network (largest truck rental fleet),,,1.0,2.0,1.0,,N,,republican,,N,Logistics / Transportation,Cultural/community centers,,other,Trucking/intermodal ($12B+ revenue),Corporate Secretary,,,ops,low,,19.0,,1969,39.0,,,
johnny_ho,,,,0,1.0,Y,"Aravind Srinivas, Andy Konwinski, Denis Yarats",,,,,,,"american,german",Meatpacking / butchery,,,N,,Cattle rancher,N,,,,,,,,,,,,,winner_take_most,,,"brand,ip",Brand / heritage recipes,,,3.0,1.0,,,Y,great-grandfather emigrated from Germany in 1880s,,,Y,,,,product_sales,Consumer packaged goods,,,,,,,100.0,,2022,,,,
jon_stryker,,36.0,,0,,N,"Ev Williams, Biz Stone, Noah Glass (Twitter); Jim McKelvey (Square)",low,Twitter,Square/Block,,,700.0,"american,white",Medical Equipment,,,Y,wealthy,Grandson of Homer Stryker (Stryker Corp founder),N,,Arcus Foundation,,,N,,,Inheritance,inheritance,,,,,,low,,,,"LGBTQ rights, HIV issues, great ape conservation",3.0,1.0,1.0,,,,democrat,,,Architecture / Philanthropy,"LGBTQ rights (Arcus Foundation, largest global LGBTQ funder), great ape conservation",,financial_services,Block (Square/Cash App) payments and financial services,Co-Founder/CEO,Co-Founder/CEO,,tech,high,,,,,,17.0,,
jon_winkelried,,,,0,,Y,Brother Barry Bentley,,Goldman Sachs,JW Capital Partners,Thrive Capital,,,,Infrastructure Engineering Software,,,N,,,,TPG,,,,,,,,,,,,,,low,,,,Advisor connection to Trump administration (Gary Cohn colleague),1.0,1.0,,,,,republican,,,Private Equity / Investment Management,,,,,President and Co-Chief Operating Officer,Founder/Manager,Strategic Advisor and Partner,finance,,,,,2015,27.0,23.0,,
jon_yarbrough,,,,0,,N,,,NASA,,,,,,Food/Agriculture (Cargill),Y,Yarbrough Capital,N,wealthy,Investor/Heir (Cargill stakeholder),N,,,,,,,,Self-funded (implied),self_funded,,,,winner_take_most,,,"ip,regulatory,reputation",Regulatory/tribal relationships and proprietary gaming tech,,,,1.0,,,,,,,,Gaming technology / casino games,,,"licensing_royalties,product_sales",Product sales / licensing,Intern,,,"ops,tech",,,,,1991,,,,23.0
